# Library
URL: /foundations/iconography/library
Source: https://github.com/daangn/seed-design/blob/dev/docs/content/foundations/iconography/library.mdx



## Monochrome Icons

| Icon Name | React Component Name | Figma Name | Keywords | Services | Tags |
| icon_cart_load | IconCartLoad | 🟢 icon_cart_load | alba, cart, load, box, move, 짐옮기기, 카트, 박스, 포장, 이사 |  |  |
| icon_checkmark_calendar | IconCheckmarkCalendar | 🟢 icon_checkmark_calendar | calendar, schedule, 동네행사, 달력, 일정 |  |  |
| icon_clover4 | IconClover4 | 🟢 icon_clover4 | 클로버, 네잎클로버, 행운, 럭키, 운, 식물, 잎, clover, four leaf clover, luck, lucky, fortune, plant, leaf |  |  |
| icon_cup_heatwave | IconCupHeatwave | 🟢 icon_cup_heatwave | cafe, drink, cup, beverage, hot, coffee, tea, 카페, 음료, 뜨거운, 커피, 차, 컵 |  |  |
| icon_cup_takeout | IconCupTakeout | 🟢 icon_cup_takeout | cafe, drink, cup, beverage, hot, coffee, tea, 카페, 음료, 뜨거운, 커피, 차, 컵 |  |  |
| icon_cupcake | IconCupcake | 🟢 icon_cupcake | 컵케이크, 케이크, 디저트, 베이커리, 베이킹, cupcake, cake, dessert, bakery, party |  |  |
| icon_diamond | IconDiamond | 🟢 icon_diamond | 다이아몬드, 혜택, 빛나는, 보석, 이벤트, 리워드, 보상, diamond, benefit, shining, jewel, event, reward |  |  |
| icon_document_seal | IconDocumentSeal | 🟢 icon_document_seal | 증명서, 문서, 주민센터, paper, certification, verification |  |  |
| icon_dome_pillar3 | IconDomePillar3 | 🟢 icon_dome_pillar3 | 공공기관, 기관, 건물, 빌딩, 관공서, 시청, 시설, public institution, institution, building, government office, city hall, facility |  |  |
| icon_donut | IconDonut | 🟢 icon_donut | 도넛, 빵, 떡, 디저트, 후식, 베이커리, donut, bread, rice cake, dessert, bakery |  |  |
| icon_duck_leftside | IconDuckLeftside | 🟢 icon_duck_leftside | 유아, 유아동, 아동, 어린이, 육아, 아기, 맘, 엄마, 아빠, 놀이, 유치원, infant, toddler, child, children, parenting, baby, mom, dad, play, kindergarten |  |  |
| icon_dumbbell | IconDumbbell | 🟢 icon_dumbbell | fitness, gym, workout, exercise, 헬스, 체육관, 운동 |  |  |
| icon_envelope | IconEnvelope | 🟢 icon_envelope | card, envelope, invite, letter, mail, message, 메시지, 메일, 초대, 편지 |  |  |
| icon_eyebrow | IconEyebrow | 🟢 icon_eyebrow | 눈썹, 속눈썹, 뷰티, 메이크업, 케어, eyebrow, eyelash, brow, beauty, care |  |  |
| icon_face_smile_circle | IconFaceSmileCircle | 🟢 icon_face_smile_circle | chatting, emoji, emoticon, face, happy, smile, 사람, 얼굴, 웃음, 이모지, 이모티콘, 채팅, 표정, 행복 |  |  |
| icon_figure_walk | IconFigureWalk | 🟢 icon_figure_walk | figure, man, move, people, person, run, walk, 걷기, 걸어서, 사람, 유저, 이동, 도보 |  |  |
| icon_fish_wave2 | IconFishWave2 | 🟢 icon_fish_wave2 | 붕어빵, 붕어, 물고기, 겨울, 간식, fish, winter, snack |  |  |
| icon_flower | IconFlower | 🟢 icon_flower | 꽃, 꽃가게, 꽃집, 벗꽃, flower, florist, flower shop, cherry blossom |  |  |
| icon_fork_spoon | IconForkSpoon | 🟢 icon_fork_spoon | cutlery, dining, eat, food, fork, restaurant, spoon, 가게, 레스토랑, 숟가락, 식기, 식당, 식사, 음식, 포크 |  |  |
| icon_fork_spoon_bag | IconForkSpoonBag | 🟢 [서비스아이콘] icon_fork_spoon_bag | pickup, food delivery, takeaway, restaurant, food, 픽업, 음식 배달, 테이크 아웃, 레스토랑, 음식, 포장 | 픽업 | service |
| icon_fraction_1_n_uppercase | IconFraction1NUppercase | 🟢 icon_fraction_1_n_uppercase | 더치페이, 결제, 당근페이, 계산, 돈, n, 1, dutch, pay, money |  |  |
| icon_gamepad | IconGamepad | 🟢 icon_gamepad | 게임, 게임기, 컨트롤, 패드, 오락기, 조이스틱, 조종, game, console, control, pad, arcade machine, joystick, steering |  |  |
| icon_gift | IconGift | 🟢 icon_gift | box, gift, present, voucher, 기프트, 상자, 선물, 쿠폰 |  |  |
| icon_grid_dot5 | IconGridDot5 | 🟢 [서비스아이콘] icon_grid_dot5 | QR코드, QR오더, QR주문, 큐알, 큐알오더, 큐알주문, 큐알코드, 오더, 주문, 코드, QR, QR Code, QR Order, qrcode, qrorder |  | service |
| icon_hand_drop | IconHandDrop | 🟢 icon_hand_drop | 마사지, 스파, 피부관리, 뷰티, 케어, massage, spa, therapy, wellness, beauty |  |  |
| icon_horizline_viewfinder | IconHorizlineViewfinder | 🟢 icon_horizline_viewfinder | camera, chat, horizontal line, qr, qrcode, qr코드, scan, scanner, viewfinder, 가로선, 뷰파인더, 스캐너, 스캔, 채팅, 카메라 |  |  |
| icon_hospital | IconHospital | 🟢 icon_hospital | 병원, 건물, 의료, medical, hospital, building, clinic |  |  |
| icon_house_card | IconHouseCard | 🟢 icon_house_card | 월세결제, 월세, 결제, 카드, 페이, 부동산, card, pay, realty |  |  |
| icon_icecreamcone | IconIcecreamcone | 🟢 icon_icecreamcone | 아이스크림, 콘, 소프트콘, 디저트, 후식, ice cream, cone, soft serve, dessert |  |  |
| icon_linechart_up_xaxis | IconLinechartUpXaxis | 🟢 [서비스아이콘] icon_linechart_up_xaxis | ad, graph, boost, growth, increase, trend, statistics, data, 광고, 부스터, 부스트, 성장, 증가, 추세, 통계, 데이터, 이웃광고 | 이웃광고 | service |
| icon_magnifyingglass | IconMagnifyingglass | 🟢 icon_magnifyingglass | find, magnifying glass, search, 검색, 돋보기, 찾기 |  |  |
| icon_mask2_smile_stacked | IconMask2SmileStacked | 🟢 icon_mask2_smile_stacked | 얼굴, 마스크, 표정, 문화, 가면, 공연, 활동, 놀이, 스마일, face, mask, expression, culture, performance, activity, play, smile |  |  |
| icon_megaphone_tilted | IconMegaphoneTilted | 🟢 [서비스아이콘] icon_megaphone_tilted | ad, 확성기, 메가폰, megaphone, 광고 | 광고 | service |
| icon_monitor | IconMonitor | 🟢 icon_monitor | 모니터, 업무, 사무, 보조, 사무실, 화면, 디스플레이, 일, 회사, alba, monitor, work, task, office, assistant, support, screen, display, job, company, workplace |  |  |
| icon_nailpolish | IconNailpolish | 🟢 icon_nailpolish | beauty, cosmetics, makeup, nail, polish, 뷰티, 화장품, 메이크업, 네일, 폴리쉬 |  |  |
| icon_paintroller | IconPaintroller | 🟢 icon_paintroller | homerepair, paint, roller, tool, home improvement, 페인트, 롤러, 도구, 집수리, 수리, 시공 |  |  |
| icon_palette | IconPalette | 🟢 icon_palette | class, art, design, color, palette, 과외, 취미, 수업, 미술, 디자인, 색상, 팔레트 |  |  |
| icon_pencil | IconPencil | 🟢 icon_pencil | pencil, school, study, 과외, 수업, 교육, 학교, 대학교, 학원, 연필 |  |  |
| icon_percent_arrowshape_down | IconPercentArrowshapeDown | 🟢 icon_percent_arrowshape_down | 당근초특가, 할인, 특가, discount, sale, down |  |  |
| icon_person_magnifyingglass | IconPersonMagnifyingglass | 🟢 [서비스아이콘] icon_person_magnifyingglass | discover, explore, find, job, jobs, magnifying glass, person, search, vertical, 검색, 공고, 돋보기, 발견, 버티컬, 사람, 알바, 찾기, 탐색 | 알바 | service |
| icon_person2_openarms | IconPerson2Openarms | 🟢 [서비스아이콘] icon_person2_openarms | people, community, group, welcome, 모임, 동네생활, 사람들, 커뮤니티, 그룹, 환영 | 모임 | service |
| icon_pizza_slice | IconPizzaSlice | 🟢 icon_pizza_slice | 피자, 음식, 삼각형, pizza, food, triangle |  |  |
| icon_plate_covered | IconPlateCovered | 🟢 icon_plate_covered | alba, job, restaurant, serving, plate, bell, order, food, 알바, 레스토랑, 서빙, 접시, 종, 주문, 음식 |  |  |
| icon_post | IconPost | 🟢 icon_post | community, eco-friendly, leaf, nature, news, note, paper, person, post, 노트, 사람, 잎, 자연, 친환경, 커뮤니티, 포스트, 동네생활 |  |  |
| icon_rocket | IconRocket | 🟢 [서비스아이콘] icon_rocket | 로켓, 구매, 판매, 거래, 출발, 우주, rocket, purchase, sale, trade, departure, space, autopilot |  | service |
| icon_roundmeat_bottombone | IconRoundmeatBottombone | 🟢 icon_roundmeat_bottombone | 치킨, 닭, 다리, 닭다리, 고기, 음식, chicken, leg, drumstick, meat, food |  |  |
| icon_scissors | IconScissors | 🟢 icon_scissors | beautyshop, hair, beauty, scissors, cut, tool, 미용실, 헤어샵, 가위, 자르기, 도구 |  |  |
| icon_shoppingbag_items | IconShoppingbagItems | 🟢 [서비스아이콘] icon_shoppingbag_items | shopping, retail, products, goods, items, 중고거래, 커머스, 쇼핑, 소매, 제품, 상품 | 중고거래 | service |
| icon_shoppingbag2_stacked | IconShoppingbag2Stacked | 🟢 icon_shoppingbag2_stacked | shopping bags, shopping, bags, stack, 한번에, 물건, 쇼핑백, 쇼핑, 스택 |  |  |
| icon_sneaker_lifted_leftside | IconSneakerLiftedLeftside | 🟢 icon_sneaker_lifted_leftside | 신발, 운동화, 왼쪽, 걸어서, 걷기, 동네걷기, 발, 운동, 만보기, 산책, shoes, sneakers, left, walking, walk, neighborhood walk, foot, exercise, pedometer |  |  |
| icon_sofa | IconSofa | 🟢 icon_sofa | 의자, 소파, 라운지, 거실, 리빙, 가구, chair, sofa, lounge, living room, living, furniture |  |  |
| icon_sparkle2 | IconSparkle2 | 🟢 icon_sparkle2 | ai, glitter, shine, sparkle, 자동, 인공지능, 반짝임, 빛남, 자동화 |  |  |
| icon_spraybottle_sponge | IconSpraybottleSponge | 🟢 icon_spraybottle_sponge | cleaning, housekeeping, chores, clean, life, 청소, 집안일 |  |  |
| icon_star_calendar | IconStarCalendar | 🟢 icon_star_calendar | 달력, 이벤트, 별, calendar, event, star |  |  |
| icon_tree | IconTree | 🟢 icon_tree | 나무, 자연, 잎, 숲, 공원, 환경, tree, nature, leaf, forest, park, environment |  |  |
| icon_triangle_right_chatbubble_left | IconTriangleRightChatbubbleLeft | 🟢 [서비스아이콘] icon_triangle_right_chatbubble_left | bubble, chat, communication, message, play, short form, shortform, story, triangle, video, 동영상, 말풍선, 메시지, 미디어, 비디오, 삼각형, 소통, 숏폼, 스토리, 채팅 | 동네스토리 | service |
| icon_truck | IconTruck | 🟢 icon_truck | truck, delivery, shipping, transport, logistics, 트럭, 용달, 배달, 배송, 운송 |  |  |
| icon_tshirt_bubble2 | IconTshirtBubble2 | 🟢 [서비스아이콘] icon_tshirt_bubble2 | tee, short, bubble, laundry, cleaning, dry, 세탁, 세탁소, 빨래, 거품, 반팔 |  | service |
| icon_vertrectangle_tiltedstacked | IconVertrectangleTiltedstacked | 🟢 [서비스아이콘] icon_vertrectangle_tiltedstacked | 한입뉴스, 뉴스레터, 카드, news, newsletter, cards |  | service |
| icon_vest_horizstripe | IconVestHorizstripe | 🟢 [서비스아이콘] icon_vest_horizstripe | 조끼, 전문가, vest, expert |  | service |
| icon_wand_plus_circle | IconWandPlusCircle | 🟢 [서비스아이콘] icon_wand_plus_circle | 마술봉, 에이전트, ai, 마법, 별, wand, agent, magic, star |  | service |
| icon_warninglight | IconWarninglight | 🟢 icon_warninglight | 경고, 경고등, 신고, 문제, 긴급, 사이렌, 신호, 응급, warning, warning light, report, issue, emergency, siren, signal, urgent |  |  |
| icon_window2_store | IconWindow2Store | 🟢 [서비스아이콘] icon_window2_store | biz, bizprofile, store, shop, retail, building, 비즈, 비즈프로필, 가게, 상점, 소매, 건물 | 비즈프로필 | service |
| icon_window2_store_doubleband | IconWindow2StoreDoubleband | 🟢 icon_window2_store_doubleband |  |  |  |
| icon_window4_house | IconWindow4House | 🟢 [서비스아이콘] icon_window4_house | home, house, property, real estate, realty, window, 부동산, 주택, 집, 창문, 홈 | 부동산 | service |
| icon_won_circle | IconWonCircle | 🟢 icon_won_circle | cash, circle, coin, currency, korean won, money, money_won, pay, price, won, 가격, 금액, 돈, 송금, 원, 통화, 페이, 한국 원 |  |  |
| icon_won_shield | IconWonShield | 🟢 icon_won_shield | confirmation_pay, financial security, protection, security, shield, won, 결제, 금융 보안, 방패, 보안, 보호, 에스크로, 에스크로결제, 원, 인증 |  |  |
| icon_wrench | IconWrench | 🟢 icon_wrench | construction, tool, repair, maintenance, fix, 도구, 수리, 유지보수 |  |  |

<Callout>
  © 2025 Daangn Market. All rights reserved.
  <br />본 아이콘의 저작권은 (주)당근마켓에 있으며, 허가 없이 복제, 배포, 전송,
  전시 등의 행위를 금지합니다.
</Callout>
